id,url,domain
1,https://mark---lawrence.blogspot.com/2026/01/spfbo-11-phase-1.html,blogspot.com
2,https://mark---lawrence.blogspot.com/2026/01/spfbo-11.html,blogspot.com
3,https://curmudgucation.blogspot.com/2026/01/ms-honest-case-for-school-choice.html,blogspot.com
4,https://curmudgucation.blogspot.com/2026/01/nh-lets-segregate-schools.html,blogspot.com
5,https://curmudgucation.blogspot.com/2026/01/icymi-catch-up-edition-118.html,blogspot.com
6,https://qahiccupps.blogspot.com/2026/01/reasonable-doubt.html,blogspot.com
7,https://qahiccupps.blogspot.com/2025/12/incuriosity-killed-project.html,blogspot.com
8,https://ai-toolkit.blogspot.com/p/artificial-intelligence-ai-software.html,blogspot.com
9,https://ai-toolkit.blogspot.com/p/voicedata.html,blogspot.com
10,https://ai-toolkit.blogspot.com/p/document-summary-creator.html,blogspot.com
1,https://medium.com/age-of-awareness/the-5-minute-mental-reset-that-actually-works-928116f8b78e,medium.com
2,https://medium.com/tiny-house-big-mind/the-psychology-of-enough-7a3494d2553e,medium.com
3,https://medium.com/language-lab/how-to-learn-multiple-languages-at-the-same-time-005fb66f46a7,medium.com
4,https://medium.com/@constantinpatrascu/what-your-therapist-knows-but-wont-tell-you-confessions-from-inside-the-therapy-room-5bdd04954445,medium.com
5,https://medium.com/thought-thinkers/i-wanted-to-be-so-many-things-5f79f20e3c7f,medium.com
6,https://medium.com/@messywritings/in-another-life-e0637756f6d6,medium.com
7,https://medium.com/age-of-empathy/jupiter-is-far-more-than-an-unknown-dot-just-like-anything-35d76510d350,medium.com
8,https://medium.com/design-bootcamp/the-designer-who-codes-finding-your-place-in-a-vibe-coding-world-1762e40b87d2,medium.com
9,https://medium.com/wise-well/reading-vs-listening-the-best-way-to-learn-according-to-neuroscience-6be644b21831,medium.com
10,https://medium.com/grief-book-club/grieving-someone-who-is-still-alive-b63f8db41cba,medium.com
1,https://www.tradingview.com/chart/XAUUSD/OgjXpix8-Elise-XAUUSD-30M-Demand-Reaction-With-Upside-Targets/,tradingview.com
2,https://www.tradingview.com/chart/BTCUSD/qgrOAzJo-Bitcoin-The-most-important-analysis-you-ve-ever-seen/,tradingview.com
3,https://www.tradingview.com/chart/XAUUSD/aWwGuH4p-GOLD-A-long-squeeze-of-support-could-trigger-growth/,tradingview.com
4,https://www.tradingview.com/chart/GBPUSD/U4t9P5mJ-Indices-Futures-or-Forex-The-Practical-Truth-Nobody-Mentions/,tradingview.com
5,https://www.tradingview.com/chart/EURUSD/RCXOgJVH-EURUSD-Descending-Channel-Points-to-Further-Downside-To-1-1560/,tradingview.com
6,https://www.tradingview.com/chart/XAUUSD/VBwbcRwt-XAUUSD-Strong-Opening-Gap-When-Smart-Money-Doesn-t-Wait/,tradingview.com
7,https://www.tradingview.com/chart/BTCUSDT/Dn9hEDEo-The-Trade-That-Changed-Me-Forever/,tradingview.com
8,https://www.tradingview.com/chart/GOLD/c0jfNOfL-Trendline-Resistance-Setup/,tradingview.com
9,https://www.tradingview.com/chart/XAUUSD/9CbkNrBt-XAUUSD-Gold-Bullish-Setup-After-Sell-Side-Liquidity-Sweep/,tradingview.com
10,https://www.tradingview.com/chart/XAUUSD/UEPNtVGH-XAUUSD-Holds-Key-Support-Buyers-Aim-for-4-720-Resistance/,tradingview.com
1,https://wordpress.com/blog/2026/01/19/introducing-the-enhanced-code-block/?_gl=1*563tie*_gcl_au*MTYyMTIxMDk2NC4xNzY4ODc0Mjc5LjE3ODI5MDYyNDcuMTc2ODg3NjM2OS4xNzY4ODc2NDkx,wordpress.com
